# Exposure 1: duration 900s, RA: 129.34999999999997, Dec: -0.25, PA: 0.0
# Target    Fiber          X          Y         RA        DEC
_Cos_40959307805643671      2  -16.95771   -0.41472  129.35142   -0.30335
_Cos_40959174661653678      3   -6.45018   -5.44513  129.36701   -0.27044
_Cos_40959170366690916      4  -13.89321   -7.98525  129.37505   -0.29367
_Cos_40959174661653591      5   -6.93080  -11.69218  129.38655   -0.27186
_Star_3073686232917811072      6  -13.58745  -15.36982  129.39813   -0.29262
_Sky_3286445534      7   -6.53795  -19.81705  129.41194   -0.27053
_Cos_40959170366675947      8  -12.59320  -25.29055  129.42912   -0.28939
_Cos_40959170366676376      9   -8.99560  -28.66072  129.43960   -0.27810
_Cos_40959170366691333     10  -10.30752  -30.26259  129.44462   -0.28218
_Cos_40959170366675823     12  -13.51141  -35.27434  129.46030   -0.29212
_Star_3073686507794784000     11   -6.44633  -36.93378  129.46540   -0.27003
_Cos_40959170366691475     13   -8.82583  -44.25619  129.48826   -0.27736
_Cos_40959174661654338   1711   -2.46437  -42.08562  129.48142   -0.25752
_Cos_40959170366676395     15   -8.91223  -52.60763  129.51429   -0.27752
_Sky_3286433729     16  -13.49878  -56.09130  129.52518   -0.29179
_Star_3073687023190857984     17   -7.94064  -60.03664  129.53740   -0.27439
_Star_3073686958766814080     18  -13.54811  -65.62076  129.55482   -0.29180
_Cos_40959037222682999     19   -7.52350  -68.50439  129.56371   -0.27297
_Cos_40959032927737721     20  -13.41833  -70.82425  129.57098   -0.29132
_Cos_40959032927738168     21   -9.20096  -77.84453  129.59271   -0.27807
_Star_3073683862094922880     22  -15.15848  -80.25715  129.60025   -0.29660
_Cos_40959037222683555     23   -3.34422  -84.50553  129.61328   -0.25973
_Star_3073683896454664064     24  -12.37559  -87.33134  129.62212   -0.28782
_Cos_40964534780840107     25   -5.49118  -92.42365  129.63778   -0.26631
_Star_3073684205692307968     26  -13.42055  -94.41988  129.64403   -0.29096
_Cos_40964534780840524     27   -2.63352 -101.94960  129.66714   -0.25729
_Star_3073683518497540864     28  -13.14965 -104.27689  129.67441   -0.28996
_Cos_40964534780839814     29   -7.78625 -107.57545  129.68451   -0.27324
