# Exposure 1: duration 900s, RA: 129.1, Dec: 1.4, PA: 0.0
# Target    Fiber          X          Y         RA        DEC
_Cos_42027762524885179    101  -27.09975 -158.90822  129.59105    1.31787
_Sky_2879534823    102  -20.37594 -164.18172  129.60691    1.33873
_Sky_2879560369    103  -28.52770 -168.24796  129.61910    1.31371
_Cos_42033260083040614    104  -22.12055 -175.73901  129.64150    1.33362
_Cos_42033260083040089    105  -25.93000 -177.60504  129.64706    1.32194
_Cos_42033260083039380    165  -31.07493 -178.05641  129.64838    1.30614
_Sky_2879606086    106  -21.34695 -180.25591  129.65496    1.33610
_Cos_42033260083039177    107  -32.31869 -184.64033  129.66794    1.30251
_Sky_2879610950    109  -27.60299 -192.56597  129.69141    1.31721
_Cos_42033260083041210    110  -17.58165 -192.69325  129.69181    1.34795
_Sky_2879585375    111  -28.17292 -200.13197  129.71367    1.31568
_Cos_42033122644071259    113  -28.17549 -204.48590  129.72642    1.31580
_Cos_42028174841744464    115  -36.31072   18.58897  129.04227    1.28600
_Sky_2879575768    116  -41.14281   16.04923  129.05028    1.27095
_Cos_42028174841761238    117  -37.49855   12.46909  129.06141    1.28236
_Cos_42028174841760925    118  -40.03939    5.34173  129.08372    1.27451
_Sky_2879532606    119  -34.96993    4.26592  129.08701    1.29034
_Cos_42028174841760416    120  -42.99801    2.53352  129.09253    1.26532
_Cos_42028174841760815    122  -40.31813  -10.10656  129.13200    1.27384
_Cos_42028174841744279    123  -37.89024  -10.83098  129.13423    1.28142
_Cos_42028174841744045    124  -39.95422  -13.50316  129.14261    1.27502
_Sky_2879535896    125  -34.75120  -19.96419  129.16274    1.29134
_Star_3078543737850077696    126  -39.70907  -24.53034  129.17705    1.27594
_Cos_42028037402806358    127  -38.04580  -27.98129  129.18780    1.28118
_Star_3078544047087724672    128  -39.13284  -32.11322  129.20071    1.27786
_Sky_2879542420    129  -34.31075  -36.30868  129.21376    1.29296
_Cos_42028037402806192    130  -39.51857  -40.38621  129.22652    1.27679
_Cos_42028037402806873    131  -33.87609  -45.96073  129.24385    1.29448
_Sky_2879532462    132  -41.96198  -48.20653  129.25091    1.26931
_Cos_42028037402789854    190  -44.83448  -46.17489  129.24460    1.26033
_Cos_42028037402806035    134  -40.63511  -52.48947  129.26423    1.27353
_Cos_42028037402791183    133  -32.51759  -49.70675  129.25551    1.29877
_Cos_42028037402791299    135  -31.64401  -58.64619  129.28333    1.30165
_Cos_42028037402806249    136  -39.13080  -61.58744  129.29252    1.27838
_Star_3078637097554251776    137  -33.25225  -66.28837  129.30710    1.29678
_Cos_42028037402805734    138  -43.47475  -71.31864  129.32276    1.26506
_Sky_2879558156    139  -34.65282  -76.29301  129.33815    1.29261
_Cos_42028037402790189    140  -41.72609  -81.38344  129.35394    1.27071
_Cos_42028037402806917    141  -33.93617  -81.01041  129.35276    1.29493
_Cos_42027899963852746    142  -44.32487  -86.15779  129.36871    1.26274
_Cos_42027899963854198    143  -33.97153  -94.90390  129.39571    1.29511
_Sky_2879555909    144  -41.39651  -96.39769  129.40033    1.27208
_Sky_2879539941    145  -34.48780 -100.18575  129.41200    1.29362
_Cos_42027899963837139    146  -38.83716 -100.40512  129.41268    1.28012
_Star_3078634825515713792    147  -36.61573 -110.12538  129.44258    1.28724
_Cos_42027899963853472    148  -38.89432 -114.22682  129.45516    1.28027
_Sky_2879573081    149  -34.38235 -115.97077  129.46051    1.29431
_Cos_42027899963837241    150  -38.20410 -118.65805  129.46874    1.28252
_Star_3078634894237169536    151  -32.10517 -124.10658  129.48542    1.30156
_Cos_42027899963837256    152  -38.11398 -127.80230  129.49670    1.28304
_Cos_42027899963853747    153  -37.47272 -131.29717  129.50736    1.28511
_Cos_42027899963853325    154  -40.41685 -135.21427  129.51928    1.27611
_Cos_42027899963837755    155  -33.50624 -137.15641  129.52521    1.29754
_Cos_42027762524899556    156  -44.25501 -145.29265  129.54985    1.26455
_Cos_42027762524901192    157  -33.01541 -146.08532  129.55231    1.29928
_Cos_42027762524899634    158  -43.90318 -150.75089  129.56636    1.26581
_Sky_2879543830    159  -35.01233 -156.38215  129.58341    1.29340
_Star_3078446293632514176    160  -43.62573 -160.11812  129.59460    1.26697
_Sky_2879529111    161  -34.42532 -163.95392  129.60619    1.29542
_Cos_42027762524900306    162  -39.55199 -166.52165  129.61386    1.27972
_Sky_2879538638    163  -34.59073 -172.09459  129.63057    1.29515
_Cos_42033260083038780    167  -35.37325 -192.02501  129.68975    1.29338
_Cos_42033260083038278    169  -38.98997 -196.51694  129.70294    1.28245
_Cos_42033260083022044    170  -43.23655 -196.86831  129.70391    1.26948
_Cos_42033122644087910    171  -36.94783 -204.10909  129.72523    1.28897
_Cos_42028174841760217    172  -44.75135   28.50844  129.01143    1.25958
_Star_3078553839613136896    174  -47.14280   19.94465  129.03820    1.25221
_Cos_42028174841759530    176  -49.06245   15.61905  129.05174    1.24627
_Cos_42028174841758582    175  -56.32988   13.88170  129.05727    1.22366
_Cos_42028174841741661    177  -59.11549    7.49850  129.07724    1.21506
_Cos_42028174841758206    235  -58.97207    9.97735  129.06950    1.21548
_Cos_42028174841760061    178  -46.25686    1.46403  129.09591    1.25517
_Cos_42028174841758768    179  -54.80660    1.46525  129.09602    1.22854
_Cos_42028174841759166    180  -52.03383   -2.17565  129.10736    1.23722
_Cos_42028174841742043    181  -56.23556   -7.21879  129.12315    1.22420
_Cos_42028174841758123    239  -59.97488   -7.28451  129.12340    1.21257
_Cos_42028174841743241    182  -46.73035  -11.02367  129.13493    1.25386
_Star_3078541263948861696    183  -58.07128  -17.01022  129.15374    1.21863
_Star_3078543531691616512    184  -50.07681  -21.69766  129.16830    1.24359
_Sky_2879571355    185  -55.95546  -24.29243  129.17645    1.22533
_Cos_42028037402804999    186  -49.25958  -30.93388  129.19711    1.24628
_Cos_42028037402788865    187  -53.62078  -34.75339  129.20906    1.23277
_Cos_42028037402789248    188  -50.29530  -39.06182  129.22247    1.24320
_Cos_42028037402788755    189  -54.60631  -38.87462  129.22191    1.22978
_Cos_42028037402803715    247  -59.72299  -37.77354  129.21851    1.21385
_Cos_42028037402804761    191  -50.79484  -46.95658  129.24706    1.24179
_Cos_42028037402789584    192  -47.32995  -52.54107  129.26443    1.25268
_Cos_42028037402804974    194  -49.89781  -58.81824  129.28396    1.24482
_Star_3078539752120377216    195  -56.77174  -62.05141  129.29403    1.22352
_Cos_42028037402789163    196  -51.27472  -69.82076  129.31813    1.24078
_Cos_42028037402788409    197  -57.72783  -69.62231  129.31752    1.22073
_Cos_42028037402803687    255  -60.18049  -70.33365  129.31972    1.21313
_Star_3078633764660538240    198  -45.82125  -76.67905  129.33938    1.25788
_Cos_42028037402788539    199  -56.70281  -80.63733  129.35164    1.22418
_Cos_42027899963835737    200  -51.37265  -83.32650  129.35996    1.24079
_Cos_42027899963851053    201  -58.53700  -89.32170  129.37847    1.21872
_Sky_2879552267    202  -48.93827  -92.26741  129.38758    1.24857
_Cos_42027899963851213    203  -56.66485  -98.08020  129.40548    1.22477
_Cos_42027899963834748    263  -59.81249  -98.07168  129.40544    1.21502
_Sky_2879573671    204  -48.54216 -100.42081  129.41272    1.25001
_Cos_42027899963851642    205  -53.79356 -105.64171  129.42876    1.23388
_Star_3078445404573636352    207  -53.19906 -114.16895  129.45493    1.23596
_Sky_2879562361    208  -48.12380 -116.58307  129.46236    1.25174
_Cos_42027899963835103    209  -56.84521 -117.72184  129.46579    1.22480
_Sky_2879555552    210  -48.58394 -124.04802  129.48519    1.25054
_Cos_42027899963835565    211  -53.13622 -129.02316  129.50034    1.23662
_Cos_42027899963851134    271  -58.13651 -130.90828  129.50603    1.22124
_Sky_2879562824    212  -48.15023 -132.17367  129.50998    1.25212
_Sky_2879554038    213  -55.87117 -136.68772  129.52363    1.22843
_Cos_42027899963852426    214  -47.72212 -142.73837  129.54208    1.25378
_Cos_42027762524897549    215  -58.74934 -143.74396  129.54500    1.21982
_Sky_2879529917    216  -48.50228 -147.88078  129.55764    1.25154
_Cos_42027762524898882    218  -48.60140 -152.33329  129.57109    1.25138
_Sky_2879566700    217  -55.54725 -152.47927  129.57144    1.23000
_Sky_2879552907    219  -56.09421 -160.33038  129.59507    1.22862
_Cos_42027762524898509    220  -51.38306 -165.33551  129.61016    1.24329
_Cos_42027762524882058    221  -53.59319 -168.45450  129.61946    1.23662
_Sky_2879610600    222  -48.59745 -172.26173  129.63092    1.25211
_Star_3078443098175714816    223  -54.98771 -178.46527  129.64929    1.23276
_Sky_2879596742    224  -48.66551 -179.85374  129.65353    1.25219
_Cos_42033260083036151    225  -55.06277 -186.67720  129.67363    1.23288
_Sky_2879628784    226  -48.33490 -187.71200  129.67683    1.25352
_Cos_42033260083036080    227  -55.69260 -190.85573  129.68596    1.23114
_Sky_2879602400    228  -48.69928 -195.61122  129.70011    1.25273
_Cos_42028170546780586    229  -61.43892   36.25257  128.98757    1.20759
_Star_3078547483061473664    230  -68.32041   33.56587  128.99608    1.18623
_Cos_42028170546797317    231  -64.96581   26.39904  129.01835    1.19670
_Cos_42028170546779765    232  -69.44061   20.46485  129.03694    1.18285
_Sky_2879536383    234  -69.27359   16.26789  129.05002    1.18340
_Sky_2879531604    236  -69.56343    8.01574  129.07577    1.18258
_Sky_2879573730    237  -61.81026    3.73428  129.08903    1.20672
_Cos_42028170546796884    238  -68.33019   -1.59269  129.10573    1.18653
_Cos_42028170546796728    240  -69.38822   -3.95263  129.11311    1.18327
_Sky_2879543485    241  -61.85492  -11.61415  129.13694    1.20678
_Sky_2879571399    242  -68.66990  -16.15515  129.15117    1.18568
_Cos_42028170546780252    243  -64.61299  -21.05467  129.16642    1.19836
_Sky_2879531814    244  -69.12518  -23.95467  129.17550    1.18439
_Star_3078542397820207616    245  -64.57162  -30.36814  129.19546    1.19864
_Cos_42028033107826757    246  -66.75335  -35.05202  129.21007    1.19196
_Cos_42028033107842586    248  -68.86452  -40.62560  129.22743    1.18551
_Cos_42028033107843104    249  -64.91734  -44.08102  129.23817    1.19784
_Cos_42028033107842272    250  -70.87222  -46.22757  129.24487    1.17940
_Cos_42028033107826714    252  -67.20193  -51.72638  129.26196    1.19091
_Sky_2879559861    251  -61.59546  -52.35512  129.26390    1.20833
_Star_3078538377730792960    310  -73.15795  -52.95944  129.26580    1.17247
_Cos_42028033107826905    253  -65.50502  -63.04522  129.29712    1.19644
_Cos_42028033107842216    254  -71.12450  -66.00767  129.30630    1.17909
_Cos_42028033107826345    256  -70.76503  -71.15157  129.32224    1.18034
_Cos_42028033107826510    258  -69.20810  -75.43831  129.33552    1.18528
_Cos_42028037402788113    257  -60.30538  -76.04355  129.33741    1.21289
_Cos_42027895668891423    259  -61.34432  -82.06741  129.35605    1.20982
_Cos_42027895668890738    260  -67.09910  -88.56922  129.37611    1.19218
_Cos_42027895668873779    261  -61.81254  -89.48123  129.37895    1.20858
_Star_3078444850523485440    262  -67.44478  -98.57745  129.40695    1.19142
_Cos_42027895668890319    264  -70.01744 -100.17632  129.41184    1.18352
_Cos_42027895668891111    265  -64.00023 -107.63055  129.43480    1.20236
_Cos_42027895668890506    266  -69.26923 -115.94708  129.46023    1.18637
_Sky_2879529356    267  -62.48132 -115.56593  129.45914    1.20731
_Sky_2879572252    268  -69.96645 -119.97057  129.47252    1.18437
_Cos_42027895668891443    269  -61.82054 -125.88793  129.49069    1.20970
_Star_3078444300767670784    270  -68.27907 -127.32630  129.49499    1.18984
_Cos_42027895668873156    272  -68.39317 -136.14783  129.52182    1.18983
_Cos_42027895668891191    273  -63.40972 -138.29549  129.52842    1.20526
_Sky_2879564572    274  -69.32923 -144.48338  129.54706    1.18730
_Cos_42027762524897320    275  -60.24989 -147.74259  129.55707    1.21535
_Cos_42027758229920132    276  -69.94398 -150.26753  129.56452    1.18566
_Cos_42027762524881306    277  -59.86515 -156.04757  129.58213    1.21686
_Cos_42027758229936828    278  -65.61340 -157.60896  129.58671    1.19927
_Sky_2879569351    280  -69.85679 -168.38088  129.61889    1.18676
_Sky_2879575184    281  -62.83315 -171.82760  129.62935    1.20843
_Cos_42033260083035551    283  -59.75361 -181.44595  129.65804    1.21830
_Cos_42033255788059223    284  -67.68599 -183.29399  129.66331    1.19414
_Cos_42033260083035416    285  -61.25191 -187.57457  129.67614    1.21400
_Cos_42028307985732672    286  -75.11219   44.13806  128.96331    1.16513
_Cos_42028170546778950    288  -76.64833   36.91838  128.98581    1.16039
_Cos_42028170546795349    289  -80.67691   29.45551  129.00912    1.14795
_Star_3078535633247755392    290  -75.90935   29.52642  129.00881    1.16272
_Sky_2879533544    291  -82.72013   23.82530  129.02669    1.14166
_Sky_2879573692    292  -76.29389   20.12625  129.03811    1.16159
_Cos_42028170546795054    293  -82.94767   14.39429  129.05608    1.14103
_Sky_2879535952    294  -75.65765   12.29303  129.06252    1.16363
_Cos_42028170546794946    295  -83.55914    5.86580  129.08267    1.13922
_Cos_42028170546779179    296  -74.70842    7.03285  129.07891    1.16663
_Cos_42028170546778378    297  -81.60546   -1.74233  129.10636    1.14536
_Cos_42028170546779417    298  -72.54878   -3.64028  129.11217    1.17346
_Cos_42028170546794834    299  -84.41254   -9.88077  129.13176    1.13678
_Sky_2879531806    300  -76.07369  -11.75207  129.13751    1.16264
_Cos_42028170546794978    301  -83.73420  -18.31539  129.15803    1.13901
_Cos_42028170546796054    302  -75.30774  -19.40802  129.16137    1.16513
_Cos_42028033107840844    303  -82.40882  -24.82122  129.17829    1.14323
_Cos_42028033107840329    363  -86.52008  -24.76267  129.17813    1.13051
_Sky_2879570516    304  -75.97017  -28.48431  129.18966    1.16324
_Cos_42028033107825845    306  -75.04540  -35.82107  129.21250    1.16625
_Cos_42028033107841670    308  -75.64929  -40.61734  129.22743    1.16448
_Sky_2879571280    307  -83.17391  -39.94688  129.22537    1.14117
_Sky_2879573211    309  -82.84478  -48.09303  129.25069    1.14237
_Sky_2879537173    311  -82.88733  -56.10754  129.27557    1.14244
_Cos_42028033107824614    371  -86.92817  -58.76002  129.28379    1.13002
_Cos_42028033107825800    312  -75.64976  -62.55222  129.29558    1.16499
_Cos_42028033107825327    313  -80.39320  -62.45813  129.29528    1.15032
_Sky_2879557905    314  -76.03232  -68.17197  129.31300    1.16396
_Cos_42028033107840374    315  -86.77078  -72.72481  129.32704    1.13091
_Cos_42028033107841503    316  -77.68758  -77.81195  129.34282    1.15912
_Cos_42027895668871580    317  -83.23828  -83.80578  129.36129    1.14216
_Cos_42027895668889189    318  -77.74598  -86.79453  129.37056    1.15921
_Cos_42027895668888719    319  -82.27384  -89.01385  129.37736    1.14531
_Cos_42027895668889797    320  -73.68931  -91.60692  129.38543    1.17190
_Sky_2879573596    321  -83.18070  -96.16650  129.39937    1.14276
_Cos_42027895668889073    322  -80.04956  -97.92733  129.40482    1.15248
_Sky_2879554840    323  -83.35391 -103.89680  129.42312    1.14251
_Cos_42027895668889249    324  -78.66252 -110.38147  129.44307    1.15721
_Cos_42027895668888290    325  -85.51179 -109.13982  129.43916    1.13608
_Cos_42027895668888207    385  -87.05979 -114.32137  129.45499    1.13153
_Cos_42027895668872268    326  -76.30934 -117.90002  129.46610    1.16474
_Cos_42027895668871552    327  -83.91925 -118.74955  129.46857    1.14136
_Star_3078443682292376064    328  -74.02444 -124.41754  129.48603    1.17203
_Sky_2879532841    329  -83.09927 -127.90554  129.49649    1.14428
_Cos_42027895668872044    330  -79.02588 -130.34914  129.50401    1.15689
_Cos_42027895668888230    331  -86.70417 -132.74218  129.51111    1.13344
_Cos_42027895668889704    332  -75.11634 -138.81503  129.52979    1.16927
_Cos_42027758229935168    333  -79.76625 -143.81876  129.54483    1.15523
_Cos_42027895668888179    391  -87.29657 -141.52475  129.53770    1.13204
_Cos_42027758229919745    334  -73.28683 -147.58599  129.55636    1.17528
_Cos_42027758229918352    335  -84.98212 -151.75631  129.56863    1.13965
_Star_3078440933513305856    336  -75.66499 -154.06356  129.57582    1.16828
_Cos_42027758229918256    337  -85.85521 -160.24142  129.59408    1.13743
_Cos_42027758229918928    338  -80.26310 -164.84024  129.60802    1.15476
_Cos_42027758229919304    340  -77.22391 -169.71670  129.62267    1.16430
_Cos_42033255788074714    342  -77.25682 -176.24886  129.64212    1.16455
_Sky_2879596201    341  -83.13971 -176.37741  129.64230    1.14663
_Cos_42028307985747622    343  -86.51492   52.32092  128.93816    1.12984
_Cos_42028307985730978    345  -90.95562   42.34611  128.96925    1.11613
_Cos_42028307985746016    346  -98.72046   39.92787  128.97694    1.09218
_Cos_42028170546776992    348  -93.56359   32.34241  129.00040    1.10810
_Cos_42028170546794377    349  -87.58265   26.89914  129.01721    1.12660
_Cos_42028170546793325    350  -95.14466   22.71597  129.03038    1.10327
_Cos_42028170546794229    351  -88.71989   22.95709  129.02951    1.12311
_Cos_42028170546794300    353  -88.38476   15.87697  129.05155    1.12419
_Sky_2879528525    352  -96.74525   16.04652  129.05116    1.09838
_Cos_42028170546792828    354  -99.20666    6.88834  129.07971    1.09087
_Cos_42028170546794111    355  -89.55641    2.70168  129.09261    1.12070
_Sky_2879571800    356  -96.65512   -0.25759  129.10192    1.09882
_Cos_42028170546776376    358  -99.68648   -6.13977  129.12026    1.08955
_Star_3078537278219125120    359  -87.51444  -12.42347  129.13971    1.12722
_Cos_42028170546792896    360  -99.12113  -17.87018  129.15676    1.09148
_Sky_2879533400    362  -96.79032  -24.46791  129.17727    1.09879
_Cos_42028033107839144    364  -95.95460  -30.55220  129.19619    1.10149
_Sky_2879564797    365  -90.00988  -36.24212  129.21386    1.11995
_Cos_42028033107839285    366  -94.77099  -41.60679  129.23054    1.10538
_Sky_2879542334    367  -89.17065  -43.93914  129.23779    1.12272
_Cos_42028033107839321    368  -94.16982  -49.93097  129.25639    1.10744
_Cos_42028033107822969    426 -101.42730  -47.08536  129.24754    1.08501
_Cos_42028033107840115    369  -88.92696  -49.90935  129.25633    1.12362
_Cos_42028033107838857    370  -98.89923  -57.81695  129.28082    1.09309
_Cos_42028033107839107    372  -96.72819  -67.19364  129.30986    1.10006
_Cos_42028033107823037    432 -100.95601  -64.48994  129.30146    1.08697
_Cos_42028033107839427    373  -93.43728  -68.38602  129.31357    1.11023
